product,material,region,city,craft_process,platform,price,sales,rating,reviews
scarf,clay,tamil nadu,ahmedabad,metal casting,amazon,5192,57,3.9,10
wall hanging,stone,uttar pradesh,ahmedabad,loom weaving,amazon,1495,233,4.9,124
bracelet,wood,uttar pradesh,kanchipuram,metal casting,flipkart,4532,227,3.7,432
vase,wood,rajasthan,jaipur,metal casting,etsy,3329,147,4.9,400
saree,jute,karnataka,mysore,traditional carving,meesho,3771,133,4.3,418
handbag,cotton,karnataka,kanchipuram,traditional carving,etsy,4476,20,4.4,363
handbag,silk,tamil nadu,ahmedabad,block printing,amazon,1336,107,4.0,127
statue,bamboo,karnataka,kanchipuram,pottery shaping,flipkart,5802,101,4.7,32
lamp,bamboo,west bengal,puri,traditional carving,amazon,7579,40,3.9,419
saree,terracotta,west bengal,mysore,handcrafted,meesho,4823,37,4.9,138
handbag,bamboo,uttar pradesh,jaipur,block printing,amazon,5263,89,3.9,436
wall hanging,bamboo,karnataka,jaipur,hand-woven,meesho,1256,111,4.8,74
scarf,stone,rajasthan,mysore,pottery shaping,meesho,4883,145,3.6,215
saree,jute,uttar pradesh,varanasi,block printing,meesho,355,79,5.0,87
saree,silk,uttar pradesh,kolkata,hand-woven,meesho,1113,161,4.6,419
statue,cotton,tamil nadu,kolkata,block printing,etsy,2526,22,4.4,379
bracelet,bamboo,uttar pradesh,jaipur,block printing,flipkart,7998,132,4.5,310
lamp,stone,rajasthan,kanchipuram,loom weaving,flipkart,559,165,3.5,357
shawl,stone,odisha,puri,handloom weaving,flipkart,1943,15,4.2,101
saree,bamboo,gujarat,ahmedabad,pottery shaping,etsy,7921,234,4.0,115
necklace,jute,odisha,kanchipuram,traditional carving,flipkart,6208,217,4.8,489
bracelet,cotton,west bengal,kanchipuram,hand-woven,flipkart,2878,181,5.0,63
vase,brass,west bengal,varanasi,metal casting,flipkart,2819,182,4.5,63
necklace,bamboo,andhra pradesh,puri,metal casting,flipkart,7312,248,4.1,227
vase,stone,tamil nadu,puri,metal casting,meesho,1240,54,4.0,30
shawl,wood,gujarat,ahmedabad,traditional carving,meesho,6313,228,3.5,428
bracelet,brass,karnataka,jaipur,traditional carving,amazon,7833,212,4.5,156
lamp,bamboo,uttar pradesh,varanasi,handcrafted,etsy,5608,145,4.1,187
wall hanging,clay,odisha,mysore,handloom weaving,amazon,6403,27,4.8,381
vase,clay,gujarat,puri,pottery shaping,flipkart,1603,194,4.9,60
bracelet,bamboo,andhra pradesh,mysore,metal casting,etsy,7119,196,3.5,231
saree,wood,tamil nadu,varanasi,traditional carving,etsy,698,98,4.3,317
shawl,jute,west bengal,kanchipuram,hand-woven,amazon,2174,86,4.9,153
statue,silk,gujarat,jaipur,block printing,meesho,2596,186,4.8,33
bracelet,clay,gujarat,mysore,metal casting,etsy,6993,201,4.4,87
saree,brass,gujarat,kanchipuram,metal casting,meesho,4044,72,4.4,335
wall hanging,terracotta,rajasthan,mysore,metal casting,etsy,2800,45,4.8,81
shawl,brass,uttar pradesh,puri,traditional carving,flipkart,1755,180,3.9,293
handbag,terracotta,rajasthan,puri,block printing,flipkart,7142,193,4.3,222
lamp,clay,odisha,puri,metal casting,etsy,3709,54,4.2,230
vase,cotton,uttar pradesh,kanchipuram,traditional carving,meesho,7240,64,3.7,39
lamp,clay,gujarat,jaipur,block printing,amazon,7733,152,3.9,266
vase,silk,odisha,puri,metal casting,amazon,3787,131,4.3,472
saree,bamboo,andhra pradesh,kolkata,handcrafted,flipkart,4656,206,4.4,268
shawl,bamboo,rajasthan,kolkata,traditional carving,meesho,7714,209,3.8,360
vase,stone,uttar pradesh,puri,traditional carving,meesho,4526,166,3.5,221
saree,terracotta,odisha,kolkata,traditional carving,flipkart,5450,205,3.9,175
shawl,silk,west bengal,jaipur,hand-woven,amazon,4194,85,4.6,63
vase,jute,tamil nadu,puri,traditional carving,meesho,2217,64,3.5,340
wall hanging,brass,uttar pradesh,hyderabad,handcrafted,flipkart,1933,216,4.3,304
shawl,brass,odisha,kolkata,traditional carving,flipkart,4124,108,3.7,81
bracelet,silk,west bengal,kolkata,metal casting,flipkart,7174,95,4.4,247
scarf,brass,west bengal,ahmedabad,traditional carving,flipkart,7121,164,4.7,11
handbag,brass,gujarat,jaipur,handcrafted,amazon,598,238,3.7,96
bracelet,jute,karnataka,mysore,block printing,etsy,4576,90,3.7,403
handbag,bamboo,karnataka,hyderabad,pottery shaping,etsy,2145,45,3.5,203
bracelet,jute,karnataka,kanchipuram,traditional carving,etsy,7832,100,3.5,452
necklace,jute,uttar pradesh,puri,hand-woven,meesho,3390,155,4.2,467
saree,stone,west bengal,kolkata,hand-woven,flipkart,3501,113,3.6,338
bracelet,brass,karnataka,ahmedabad,handloom weaving,flipkart,951,71,4.2,370
shawl,cotton,andhra pradesh,varanasi,pottery shaping,etsy,4184,128,4.8,46
saree,brass,rajasthan,mysore,loom weaving,amazon,7199,246,3.9,95
saree,wood,gujarat,puri,metal casting,etsy,7229,165,4.1,433
handbag,cotton,andhra pradesh,kanchipuram,pottery shaping,flipkart,5702,249,4.1,474
handbag,clay,karnataka,varanasi,handloom weaving,amazon,6785,186,4.9,61
necklace,jute,west bengal,kolkata,pottery shaping,meesho,2168,90,4.6,126
handbag,silk,andhra pradesh,kanchipuram,pottery shaping,etsy,4377,245,3.7,473
shawl,terracotta,west bengal,varanasi,loom weaving,meesho,2404,233,4.1,102
necklace,brass,tamil nadu,ahmedabad,pottery shaping,flipkart,7121,142,4.5,212
scarf,silk,west bengal,kolkata,pottery shaping,flipkart,7539,17,4.6,7
statue,jute,andhra pradesh,kanchipuram,handcrafted,flipkart,2808,29,3.9,32
wall hanging,stone,tamil nadu,kanchipuram,loom weaving,etsy,2561,158,4.6,21
shawl,silk,rajasthan,jaipur,pottery shaping,flipkart,727,53,4.0,302
shawl,cotton,karnataka,mysore,traditional carving,flipkart,6853,96,4.1,388
vase,wood,tamil nadu,jaipur,metal casting,amazon,2575,190,4.2,68
necklace,silk,andhra pradesh,varanasi,traditional carving,amazon,717,119,4.3,17
scarf,clay,andhra pradesh,puri,hand-woven,etsy,4484,197,4.7,162
vase,brass,uttar pradesh,varanasi,hand-woven,meesho,7390,22,4.5,356
scarf,bamboo,odisha,hyderabad,metal casting,amazon,2720,122,3.7,129
shawl,cotton,gujarat,varanasi,block printing,flipkart,357,53,4.5,377
scarf,brass,odisha,puri,block printing,etsy,2474,57,4.0,408
handbag,silk,tamil nadu,puri,pottery shaping,etsy,593,93,4.2,402
wall hanging,jute,odisha,kolkata,handloom weaving,flipkart,4872,176,4.3,153
wall hanging,silk,uttar pradesh,puri,pottery shaping,meesho,7593,185,4.7,309
shawl,terracotta,west bengal,hyderabad,hand-woven,amazon,6556,212,3.6,471
saree,silk,odisha,hyderabad,block printing,amazon,6665,189,4.4,393
handbag,jute,west bengal,kanchipuram,handloom weaving,etsy,202,47,5.0,445
wall hanging,cotton,karnataka,mysore,hand-woven,amazon,2695,208,4.5,411
saree,wood,uttar pradesh,varanasi,traditional carving,etsy,1018,215,4.4,130
statue,silk,gujarat,kolkata,metal casting,flipkart,2437,19,4.4,144
bracelet,bamboo,gujarat,puri,hand-woven,etsy,7039,108,4.8,76
saree,clay,karnataka,kolkata,hand-woven,etsy,2323,116,3.8,252
wall hanging,jute,tamil nadu,jaipur,hand-woven,amazon,4486,151,4.3,453
scarf,clay,karnataka,puri,metal casting,meesho,1797,19,4.8,232
wall hanging,stone,gujarat,varanasi,pottery shaping,meesho,6058,191,4.5,164
vase,jute,uttar pradesh,varanasi,pottery shaping,meesho,4306,41,4.1,157
bracelet,wood,gujarat,varanasi,block printing,flipkart,5774,109,4.7,446
vase,terracotta,andhra pradesh,kanchipuram,loom weaving,meesho,1227,205,4.5,375
handbag,brass,tamil nadu,ahmedabad,loom weaving,amazon,216,34,4.4,100
handbag,wood,uttar pradesh,kolkata,handcrafted,meesho,5251,93,4.2,68
statue,stone,west bengal,kanchipuram,handloom weaving,amazon,3306,129,4.4,97
wall hanging,jute,uttar pradesh,hyderabad,handcrafted,meesho,1507,47,4.8,237
statue,brass,andhra pradesh,ahmedabad,hand-woven,flipkart,7123,56,4.9,8
necklace,stone,uttar pradesh,mysore,traditional carving,etsy,2620,214,4.9,65
necklace,brass,west bengal,puri,hand-woven,etsy,7248,198,4.0,48
necklace,bamboo,rajasthan,kolkata,traditional carving,amazon,2132,160,4.1,78
scarf,brass,odisha,hyderabad,handcrafted,meesho,2060,148,4.8,487
wall hanging,jute,odisha,puri,hand-woven,etsy,3042,61,4.0,265
bracelet,silk,andhra pradesh,hyderabad,handcrafted,amazon,1438,164,3.9,80
wall hanging,cotton,gujarat,hyderabad,metal casting,flipkart,5863,56,3.6,15
necklace,cotton,rajasthan,hyderabad,loom weaving,amazon,7276,78,5.0,471
scarf,cotton,karnataka,puri,block printing,flipkart,7205,117,3.9,277
scarf,silk,tamil nadu,hyderabad,handloom weaving,meesho,5424,23,4.3,160
shawl,clay,rajasthan,hyderabad,traditional carving,amazon,3909,78,4.5,57
shawl,clay,andhra pradesh,ahmedabad,block printing,etsy,4635,180,3.6,446
bracelet,stone,uttar pradesh,jaipur,pottery shaping,meesho,3641,94,3.6,276
wall hanging,stone,gujarat,puri,pottery shaping,flipkart,5898,81,4.9,433
saree,brass,uttar pradesh,kolkata,hand-woven,etsy,2809,209,3.9,97
lamp,clay,andhra pradesh,kanchipuram,loom weaving,meesho,7436,171,3.8,27
saree,silk,andhra pradesh,hyderabad,loom weaving,flipkart,594,158,4.0,196
statue,stone,andhra pradesh,kanchipuram,metal casting,amazon,3405,71,3.8,446
scarf,terracotta,tamil nadu,puri,traditional carving,etsy,5545,188,4.7,348
statue,clay,west bengal,jaipur,loom weaving,flipkart,5581,237,4.1,17
necklace,clay,rajasthan,puri,metal casting,etsy,7307,103,4.4,174
shawl,silk,rajasthan,varanasi,handloom weaving,meesho,6639,127,4.6,214
necklace,wood,karnataka,kolkata,traditional carving,meesho,1481,204,3.7,170
saree,terracotta,karnataka,puri,handloom weaving,flipkart,1384,142,3.8,110
handbag,terracotta,uttar pradesh,puri,handcrafted,flipkart,6637,79,4.8,225
handbag,bamboo,andhra pradesh,jaipur,loom weaving,meesho,5322,10,4.4,126
lamp,wood,odisha,kanchipuram,pottery shaping,flipkart,2202,235,5.0,187
wall hanging,terracotta,uttar pradesh,jaipur,block printing,meesho,524,95,4.9,456
vase,brass,rajasthan,mysore,pottery shaping,meesho,3041,18,4.5,57
scarf,brass,tamil nadu,hyderabad,block printing,meesho,3351,157,3.5,35
saree,brass,gujarat,puri,block printing,flipkart,2358,238,3.7,53
handbag,wood,karnataka,mysore,handcrafted,meesho,2951,91,3.8,45
statue,silk,karnataka,mysore,metal casting,amazon,6618,34,3.8,290
shawl,brass,rajasthan,varanasi,traditional carving,flipkart,4369,117,4.7,115
saree,clay,rajasthan,hyderabad,traditional carving,etsy,2189,56,4.0,23
scarf,stone,uttar pradesh,ahmedabad,metal casting,flipkart,5065,143,3.8,167
wall hanging,jute,karnataka,puri,hand-woven,amazon,6209,147,3.6,40
wall hanging,brass,tamil nadu,kolkata,handcrafted,flipkart,4924,107,4.4,345
statue,bamboo,west bengal,ahmedabad,traditional carving,amazon,6579,24,4.0,474
shawl,jute,karnataka,ahmedabad,traditional carving,flipkart,7084,155,3.8,276
wall hanging,cotton,uttar pradesh,jaipur,handloom weaving,flipkart,4022,218,4.7,230
bracelet,terracotta,rajasthan,hyderabad,handloom weaving,amazon,2495,136,4.1,477
bracelet,brass,west bengal,ahmedabad,pottery shaping,amazon,5269,156,4.9,223
lamp,stone,uttar pradesh,puri,handcrafted,amazon,800,191,4.5,352
vase,bamboo,west bengal,mysore,traditional carving,amazon,7333,29,4.4,491
scarf,wood,tamil nadu,jaipur,metal casting,amazon,5894,242,3.9,499
statue,clay,gujarat,varanasi,loom weaving,etsy,2785,81,4.2,460
saree,silk,west bengal,hyderabad,hand-woven,amazon,6427,225,3.8,476
lamp,stone,karnataka,kolkata,handcrafted,flipkart,1158,101,4.0,272
saree,clay,rajasthan,hyderabad,loom weaving,flipkart,1683,137,4.3,396
handbag,cotton,uttar pradesh,puri,block printing,etsy,1761,75,4.5,44
handbag,jute,odisha,hyderabad,hand-woven,meesho,6507,140,3.9,41
scarf,silk,tamil nadu,kanchipuram,handcrafted,meesho,3169,221,4.7,56
handbag,stone,uttar pradesh,jaipur,hand-woven,amazon,389,175,4.6,142
scarf,clay,west bengal,puri,traditional carving,amazon,7368,189,4.2,374
bracelet,terracotta,andhra pradesh,puri,handloom weaving,amazon,5661,149,4.1,381
vase,brass,karnataka,mysore,metal casting,etsy,4143,159,4.8,409
handbag,brass,odisha,kanchipuram,handloom weaving,amazon,6029,146,4.8,128
saree,bamboo,west bengal,hyderabad,loom weaving,flipkart,568,37,3.5,44
statue,bamboo,tamil nadu,kolkata,block printing,meesho,7800,162,4.2,141
saree,jute,andhra pradesh,mysore,traditional carving,flipkart,1827,112,4.1,339
necklace,cotton,rajasthan,mysore,handloom weaving,etsy,2823,229,4.3,114
necklace,bamboo,karnataka,kanchipuram,handloom weaving,meesho,5817,233,4.9,196
handbag,jute,karnataka,puri,block printing,meesho,3392,227,4.3,60
statue,terracotta,gujarat,varanasi,block printing,etsy,6851,19,4.0,260
scarf,cotton,karnataka,varanasi,hand-woven,etsy,4624,137,3.7,133
vase,silk,rajasthan,kolkata,hand-woven,meesho,5367,203,3.7,164
saree,stone,rajasthan,mysore,handcrafted,flipkart,1355,240,4.5,83
saree,brass,gujarat,kolkata,pottery shaping,amazon,7805,136,4.4,391
lamp,terracotta,andhra pradesh,kolkata,handloom weaving,etsy,1588,230,3.8,126
necklace,stone,andhra pradesh,kanchipuram,loom weaving,etsy,1373,154,4.9,96
wall hanging,cotton,karnataka,kolkata,block printing,flipkart,1091,195,4.7,470
statue,stone,tamil nadu,kanchipuram,pottery shaping,meesho,2602,173,4.8,478
lamp,cotton,andhra pradesh,ahmedabad,hand-woven,etsy,5037,241,4.2,59
saree,terracotta,gujarat,jaipur,handloom weaving,etsy,3806,84,4.5,408
statue,stone,odisha,jaipur,hand-woven,amazon,448,204,4.6,203
necklace,wood,odisha,kanchipuram,loom weaving,flipkart,3623,16,4.8,59
shawl,terracotta,andhra pradesh,ahmedabad,hand-woven,flipkart,6679,106,3.7,37
wall hanging,clay,rajasthan,puri,handcrafted,amazon,4621,250,4.1,305
shawl,stone,odisha,jaipur,handloom weaving,flipkart,7256,141,4.3,51
scarf,terracotta,rajasthan,hyderabad,traditional carving,amazon,1935,56,4.6,17
lamp,terracotta,west bengal,jaipur,block printing,flipkart,2059,18,4.3,222
lamp,cotton,odisha,kolkata,handcrafted,flipkart,317,36,4.0,442
saree,terracotta,karnataka,ahmedabad,loom weaving,flipkart,574,56,3.6,90
wall hanging,wood,andhra pradesh,kanchipuram,traditional carving,amazon,2467,45,3.6,467
statue,stone,rajasthan,kolkata,loom weaving,etsy,4436,112,4.2,466
statue,jute,west bengal,mysore,block printing,flipkart,3412,75,4.7,392
saree,clay,west bengal,puri,block printing,amazon,1931,49,4.8,23
lamp,silk,uttar pradesh,hyderabad,metal casting,amazon,2704,91,4.9,348
bracelet,terracotta,west bengal,hyderabad,metal casting,flipkart,3210,36,5.0,455
statue,clay,gujarat,varanasi,hand-woven,amazon,7546,106,3.7,332
scarf,terracotta,rajasthan,mysore,loom weaving,meesho,3073,96,4.1,34
shawl,silk,andhra pradesh,varanasi,metal casting,amazon,1920,110,4.6,362
wall hanging,jute,uttar pradesh,varanasi,hand-woven,meesho,651,32,3.6,217
wall hanging,clay,andhra pradesh,ahmedabad,block printing,flipkart,5967,162,4.1,483
wall hanging,silk,uttar pradesh,kolkata,traditional carving,amazon,1274,239,4.8,319
bracelet,cotton,andhra pradesh,hyderabad,hand-woven,etsy,5160,137,4.1,325
handbag,bamboo,gujarat,hyderabad,metal casting,flipkart,1985,212,4.1,27
lamp,brass,west bengal,ahmedabad,handloom weaving,etsy,3832,26,4.0,266
bracelet,brass,gujarat,varanasi,pottery shaping,flipkart,5776,40,4.4,250
lamp,silk,karnataka,kolkata,block printing,amazon,4587,95,4.6,61
bracelet,brass,andhra pradesh,puri,metal casting,amazon,4414,222,4.6,55
saree,bamboo,tamil nadu,ahmedabad,hand-woven,etsy,6991,90,4.5,342
vase,clay,tamil nadu,puri,hand-woven,flipkart,6485,90,4.6,191
saree,jute,karnataka,ahmedabad,traditional carving,etsy,285,243,4.3,344
necklace,cotton,odisha,kolkata,pottery shaping,etsy,2239,48,4.1,80
vase,bamboo,west bengal,ahmedabad,handloom weaving,etsy,2977,184,4.8,473
vase,stone,uttar pradesh,kanchipuram,block printing,amazon,4164,139,3.7,55
shawl,stone,rajasthan,mysore,block printing,etsy,4770,222,4.9,427
saree,clay,andhra pradesh,kanchipuram,metal casting,amazon,7483,65,4.0,458
statue,terracotta,tamil nadu,varanasi,handloom weaving,amazon,7095,203,4.4,248
scarf,wood,uttar pradesh,mysore,handloom weaving,meesho,1561,236,4.0,155
bracelet,bamboo,andhra pradesh,puri,metal casting,meesho,1914,30,3.7,80
shawl,stone,west bengal,jaipur,handcrafted,etsy,2104,120,4.0,405
handbag,stone,west bengal,mysore,traditional carving,flipkart,6535,15,4.7,190
wall hanging,terracotta,gujarat,hyderabad,handcrafted,meesho,5780,45,3.7,315
shawl,jute,rajasthan,kolkata,handloom weaving,amazon,368,218,4.6,299
handbag,terracotta,rajasthan,varanasi,loom weaving,flipkart,7917,90,4.9,189
handbag,stone,rajasthan,varanasi,block printing,amazon,3790,211,4.4,51
handbag,wood,rajasthan,mysore,pottery shaping,etsy,3005,171,4.1,266
shawl,brass,karnataka,kanchipuram,handloom weaving,amazon,4226,14,3.9,372
bracelet,jute,tamil nadu,kanchipuram,traditional carving,meesho,2019,212,4.9,450
wall hanging,stone,karnataka,hyderabad,loom weaving,flipkart,5615,128,4.9,70
handbag,jute,rajasthan,mysore,loom weaving,meesho,1320,88,4.4,126
necklace,brass,tamil nadu,mysore,loom weaving,flipkart,702,85,3.7,334
wall hanging,clay,rajasthan,varanasi,pottery shaping,etsy,4516,222,4.6,428
lamp,brass,andhra pradesh,jaipur,traditional carving,amazon,6365,231,4.5,473
bracelet,bamboo,gujarat,hyderabad,hand-woven,amazon,7817,249,4.1,64
handbag,wood,uttar pradesh,hyderabad,traditional carving,meesho,5773,227,4.1,290
statue,clay,uttar pradesh,kanchipuram,loom weaving,meesho,3713,57,4.0,129
handbag,terracotta,karnataka,hyderabad,hand-woven,flipkart,3435,227,4.7,164
bracelet,brass,rajasthan,mysore,loom weaving,etsy,5863,79,3.8,336
wall hanging,bamboo,rajasthan,mysore,handloom weaving,flipkart,1783,140,4.7,399
statue,silk,karnataka,hyderabad,block printing,flipkart,7390,159,3.7,67
shawl,clay,odisha,varanasi,hand-woven,amazon,5805,96,3.5,386
saree,clay,tamil nadu,kolkata,traditional carving,amazon,7715,108,4.4,163
shawl,stone,odisha,ahmedabad,handloom weaving,etsy,2172,168,5.0,327
handbag,wood,rajasthan,kanchipuram,metal casting,flipkart,5143,191,4.3,189
shawl,jute,odisha,jaipur,loom weaving,flipkart,2423,37,4.0,354
scarf,cotton,gujarat,mysore,hand-woven,flipkart,5263,165,3.6,321
handbag,stone,tamil nadu,mysore,loom weaving,amazon,5105,233,4.8,370
lamp,jute,andhra pradesh,hyderabad,handloom weaving,meesho,7629,218,4.4,468
necklace,brass,odisha,ahmedabad,pottery shaping,amazon,6889,161,4.8,488
saree,cotton,rajasthan,varanasi,loom weaving,flipkart,3987,135,4.1,24
statue,jute,karnataka,hyderabad,pottery shaping,etsy,1185,142,3.8,222
scarf,wood,karnataka,varanasi,hand-woven,meesho,3755,127,3.6,91
handbag,silk,odisha,varanasi,metal casting,etsy,491,217,4.5,42
necklace,silk,west bengal,hyderabad,pottery shaping,flipkart,3420,217,4.7,152
necklace,jute,karnataka,hyderabad,handloom weaving,flipkart,6358,15,4.5,212
necklace,cotton,gujarat,ahmedabad,metal casting,meesho,1780,52,3.7,268
handbag,cotton,rajasthan,varanasi,metal casting,amazon,7165,68,4.0,163
lamp,stone,odisha,jaipur,pottery shaping,meesho,7735,235,4.0,277
scarf,bamboo,odisha,kanchipuram,block printing,flipkart,3678,59,4.2,358
handbag,silk,tamil nadu,varanasi,handloom weaving,amazon,1391,184,4.0,337
handbag,silk,rajasthan,jaipur,block printing,flipkart,6203,161,4.6,481
shawl,brass,tamil nadu,mysore,metal casting,flipkart,6541,181,4.9,198
vase,stone,tamil nadu,jaipur,metal casting,flipkart,2713,198,3.6,346
bracelet,cotton,west bengal,hyderabad,block printing,meesho,5638,139,4.0,462
bracelet,terracotta,andhra pradesh,jaipur,loom weaving,amazon,4481,28,5.0,106
bracelet,stone,gujarat,puri,handcrafted,etsy,7295,183,5.0,374
bracelet,clay,odisha,hyderabad,traditional carving,meesho,1292,129,3.9,402
handbag,wood,rajasthan,kanchipuram,loom weaving,amazon,4484,131,4.7,412
bracelet,bamboo,andhra pradesh,ahmedabad,handcrafted,flipkart,4270,15,4.3,365
saree,wood,karnataka,ahmedabad,traditional carving,flipkart,1984,71,4.3,476
lamp,jute,west bengal,kanchipuram,handloom weaving,etsy,7697,128,3.7,281
shawl,bamboo,tamil nadu,hyderabad,block printing,flipkart,4686,148,4.2,132
bracelet,cotton,karnataka,mysore,traditional carving,meesho,1462,147,4.9,331
shawl,terracotta,gujarat,ahmedabad,traditional carving,amazon,6454,124,4.7,462
wall hanging,bamboo,odisha,ahmedabad,handloom weaving,amazon,2502,21,3.8,84
statue,brass,odisha,hyderabad,traditional carving,flipkart,5339,70,4.8,56
vase,jute,karnataka,puri,handloom weaving,flipkart,482,57,4.5,361
scarf,stone,west bengal,hyderabad,metal casting,etsy,1766,99,4.6,10
bracelet,stone,odisha,hyderabad,hand-woven,etsy,6636,174,3.7,25
saree,cotton,karnataka,ahmedabad,metal casting,meesho,4935,225,3.9,443
vase,cotton,gujarat,kolkata,traditional carving,flipkart,5697,127,3.8,206
saree,wood,gujarat,puri,handcrafted,flipkart,3431,241,4.1,166
shawl,wood,karnataka,mysore,hand-woven,etsy,3257,198,4.5,265
vase,silk,gujarat,varanasi,hand-woven,meesho,4179,46,3.8,158
scarf,jute,west bengal,ahmedabad,loom weaving,flipkart,7785,43,3.8,37
saree,silk,odisha,hyderabad,traditional carving,flipkart,3999,207,4.9,464
scarf,clay,west bengal,jaipur,pottery shaping,etsy,3411,118,4.8,388
statue,silk,odisha,puri,handloom weaving,meesho,6140,142,4.7,444
shawl,cotton,uttar pradesh,jaipur,pottery shaping,meesho,2267,116,4.5,223
handbag,bamboo,karnataka,puri,block printing,meesho,7048,46,4.7,320
statue,bamboo,uttar pradesh,varanasi,loom weaving,etsy,1661,163,3.7,338
statue,cotton,tamil nadu,varanasi,traditional carving,amazon,5950,33,5.0,198
scarf,cotton,rajasthan,jaipur,hand-woven,amazon,1268,247,4.2,470
necklace,clay,gujarat,mysore,pottery shaping,meesho,558,85,4.2,399
scarf,silk,west bengal,hyderabad,handcrafted,amazon,2629,76,4.2,97
necklace,stone,karnataka,jaipur,traditional carving,flipkart,3512,58,3.6,391
handbag,clay,tamil nadu,jaipur,handloom weaving,meesho,6522,212,4.4,235
saree,jute,tamil nadu,puri,loom weaving,etsy,7873,76,4.4,435
wall hanging,wood,rajasthan,puri,handcrafted,etsy,1070,67,4.5,368
saree,wood,odisha,varanasi,metal casting,etsy,4504,215,4.7,396
bracelet,terracotta,rajasthan,kanchipuram,block printing,etsy,2347,155,4.8,415
vase,jute,odisha,varanasi,handloom weaving,meesho,6938,230,5.0,433
vase,brass,rajasthan,mysore,traditional carving,amazon,7379,202,4.2,102
saree,jute,uttar pradesh,hyderabad,hand-woven,amazon,567,115,4.2,54
vase,jute,tamil nadu,puri,pottery shaping,meesho,304,72,4.5,140
bracelet,brass,west bengal,puri,hand-woven,etsy,7802,142,3.6,77
wall hanging,terracotta,uttar pradesh,kolkata,loom weaving,amazon,251,228,4.0,253
necklace,wood,andhra pradesh,puri,handcrafted,etsy,4973,227,3.7,211
handbag,brass,rajasthan,jaipur,traditional carving,amazon,5463,70,3.9,108
handbag,terracotta,tamil nadu,varanasi,loom weaving,meesho,5374,200,4.2,468
statue,brass,andhra pradesh,hyderabad,handcrafted,flipkart,3219,116,4.0,244
lamp,wood,rajasthan,jaipur,loom weaving,meesho,3415,182,4.5,236
saree,silk,tamil nadu,mysore,loom weaving,etsy,1542,153,4.8,151
bracelet,brass,karnataka,puri,hand-woven,amazon,3778,92,3.8,316
statue,brass,odisha,mysore,handcrafted,flipkart,4560,190,4.7,265
lamp,silk,uttar pradesh,ahmedabad,metal casting,meesho,952,19,3.8,19
vase,cotton,tamil nadu,puri,traditional carving,flipkart,249,195,4.9,344
handbag,stone,tamil nadu,puri,loom weaving,flipkart,6161,197,4.1,498
statue,wood,andhra pradesh,ahmedabad,metal casting,flipkart,7179,157,3.7,378
wall hanging,wood,tamil nadu,jaipur,block printing,flipkart,6847,107,3.9,172
saree,bamboo,gujarat,mysore,hand-woven,meesho,2190,170,3.7,206
necklace,terracotta,uttar pradesh,puri,hand-woven,etsy,7053,192,4.9,331
statue,bamboo,uttar pradesh,kanchipuram,loom weaving,amazon,5013,223,4.2,481
statue,jute,rajasthan,kolkata,handloom weaving,meesho,1206,62,4.6,288
bracelet,cotton,odisha,varanasi,handcrafted,etsy,1575,94,4.9,274
necklace,clay,andhra pradesh,ahmedabad,handloom weaving,etsy,892,63,4.9,33
shawl,brass,west bengal,hyderabad,handloom weaving,flipkart,4641,203,5.0,494
lamp,cotton,karnataka,kolkata,hand-woven,flipkart,7517,35,3.5,175
handbag,stone,tamil nadu,ahmedabad,loom weaving,etsy,6826,205,4.2,260
bracelet,wood,andhra pradesh,hyderabad,block printing,flipkart,7194,245,4.6,232
scarf,bamboo,west bengal,puri,pottery shaping,meesho,4592,28,4.2,144
handbag,wood,karnataka,jaipur,hand-woven,etsy,4957,126,4.7,222
saree,bamboo,west bengal,jaipur,metal casting,meesho,7629,184,5.0,131
scarf,cotton,rajasthan,kolkata,traditional carving,etsy,2543,244,4.4,370
lamp,cotton,uttar pradesh,ahmedabad,handloom weaving,meesho,5003,95,3.8,458
vase,stone,karnataka,kolkata,block printing,flipkart,1536,237,3.8,442
shawl,cotton,odisha,mysore,metal casting,flipkart,6773,38,4.2,67
saree,terracotta,gujarat,kolkata,loom weaving,flipkart,3360,235,4.2,307
statue,stone,rajasthan,kanchipuram,metal casting,etsy,1787,42,4.4,307
handbag,cotton,rajasthan,varanasi,pottery shaping,etsy,922,18,4.1,54
vase,wood,gujarat,jaipur,hand-woven,flipkart,2272,90,4.0,276
vase,brass,west bengal,kanchipuram,handcrafted,etsy,4755,107,4.5,177
vase,silk,uttar pradesh,mysore,metal casting,amazon,2937,24,3.8,390
shawl,clay,karnataka,mysore,traditional carving,flipkart,3793,31,4.1,85
wall hanging,silk,karnataka,kanchipuram,metal casting,amazon,6187,106,3.6,364
wall hanging,silk,odisha,kolkata,hand-woven,etsy,2213,247,4.4,76
statue,brass,uttar pradesh,kanchipuram,pottery shaping,flipkart,2304,94,4.1,400
bracelet,brass,gujarat,varanasi,hand-woven,amazon,1139,94,4.0,32
necklace,stone,rajasthan,puri,loom weaving,amazon,5512,174,4.2,69
statue,wood,west bengal,hyderabad,handcrafted,meesho,3227,42,4.6,168
scarf,stone,uttar pradesh,kanchipuram,metal casting,amazon,5332,248,4.0,161
necklace,wood,rajasthan,jaipur,handloom weaving,etsy,2384,203,3.8,17
vase,cotton,rajasthan,kolkata,loom weaving,etsy,4932,84,4.3,160
vase,cotton,karnataka,kanchipuram,loom weaving,flipkart,1424,105,4.9,313
